role,player_id,player,n_obs,arima_order,arima_next_forecast
Forward,8686,H. Robson-Kanu,98,"(0, 1, 1)",18.873059653948218
Forward,8717,H. Kane,109,"(0, 1, 1)",19.223446190083514
Forward,8747,P. Crouch,38,"(0, 1, 1)",19.31233497077555
Forward,8903,T. Deeney,37,"(1, 1, 0)",21.42014332211702
Forward,8953,C. Austin,39,"(1, 1, 0)",19.581260221646087
Forward,8958,J. Rodriguez,39,"(1, 0, 0)",20.21670438343759
Forward,9123,A. Barnes,37,"(1, 1, 0)",22.45212000704863
Forward,9127,S. Vokes,98,"(0, 1, 1)",20.9886203260941
Forward,9206,C. Wood,35,"(0, 1, 1)",21.186378484131335
Forward,9532,S. Berahino,32,"(1, 1, 0)",19.300298375545964
Forward,9637,J. King,39,"(1, 0, 0)",21.369298343827307
Forward,10663,A. Gray,39,"(1, 1, 0)",18.8133472786847
Forward,11063,Suso,37,"(1, 1, 0)",21.740794087447327
Forward,11066,R. Sterling,109,"(0, 1, 1)",20.430486452518533
Forward,11156,M. Trotta,38,"(0, 1, 1)",20.926818501118323
Forward,11669,C. Wilson,27,"(1, 1, 0)",20.675484111264527
Forward,12536,D. Gayle,39,"(1, 1, 0)",19.052606357482002
Forward,12829,J. Vardy,107,"(0, 1, 1)",20.451467177235394
Forward,14703,M. Arnautovi\u0107,100,"(0, 1, 1)",20.375156259646364
Forward,14705,N. F\u00fcllkrug,38,"(1, 0, 0)",22.710554544633737
Forward,14707,C. Pizarro,31,"(0, 1, 1)",20.22989972047076
Forward,14731,M. G\u00f3mez,106,"(0, 1, 1)",18.771787315263126
Forward,14732,T. M\u00fcller,106,"(0, 1, 1)",24.437287746547657
Forward,14734,N. Petersen,37,"(1, 1, 0)",19.696132223776228
Forward,14760,M. Harnik,99,"(0, 1, 1)",19.730976868323317
Forward,14762,V. Ibi\u0161evi\u0107,38,"(1, 0, 0)",19.311787534186095
Forward,14763,S. Okazaki,46,"(0, 1, 1)",20.3182426489196
Forward,14789,A. Sch\u00fcrrle,99,"(0, 1, 1)",20.511650964239543
Forward,14817,R. Lewandowski,107,"(0, 1, 1)",20.970694607542463
Forward,14845,D. Ginczek,33,"(1, 1, 0)",19.3867945917916
Forward,14911,Son Heung-Min,45,"(0, 1, 1)",23.243039734795282
Forward,14943,M. Mand\u017euki\u0107,109,"(0, 1, 1)",20.595278521601884
Forward,14945,G. Sio,40,"(1, 1, 0)",19.941598235190536
Forward,15004,I. Santini,41,"(1, 1, 0)",18.71891207218071
Forward,15020,M. Leckie,44,"(1, 0, 0)",20.622828170788747
Forward,15024,M. Reus,20,"(0, 1, 1)",20.353711267360765
Forward,15051,L. Stindl,35,"(1, 1, 0)",22.362154830927462
Forward,15054,M. Diouf,45,"(1, 1, 0)",22.70727374250402
Forward,15085,S. Wagner,37,"(1, 0, 0)",20.965800791709732
Forward,15107,Raffael,37,"(1, 1, 0)",23.21955081874372
Forward,15198,E. Choupo-Moting,31,"(1, 1, 0)",19.789193080021754
Forward,15200,\u00c1. Szalai,99,"(0, 1, 1)",20.19238329785522
Forward,15231,K. Volland,37,"(1, 1, 0)",20.162658314766198
Forward,15232,B. Wood,38,"(1, 0, 0)",19.473760734983717
Forward,15292,M. Uth,38,"(1, 0, 0)",20.2404092457063
Forward,15533,M. Terrazzino,37,"(1, 1, 0)",21.92348473278108
Forward,15543,S. Zoller,34,"(1, 1, 0)",22.990979498521273
Forward,15808,Roberto Firmino,47,"(1, 0, 0)",23.748104188795764
Forward,15877,A. Hahn,29,"(1, 1, 0)",19.695003463363346
Forward,16025,M. Kruse,38,"(1, 1, 0)",20.969373784413555
Forward,16094,S. Terodde,38,"(0, 1, 1)",19.392378303282424
Forward,16122,E. Kachunga,32,"(0, 1, 1)",19.26868869021747
Forward,16436,C. Quaner,36,"(1, 0, 0)",20.681748743921936
Forward,19392,M. Philipp,37,"(1, 1, 0)",22.567138505045797
Forward,20418,S. El Shaarawy,99,"(0, 1, 1)",21.969856030762926
Forward,20422,Maxi L\u00f3pez,33,"(1, 1, 0)",19.69180121519108
Forward,20449,F. Borini,37,"(1, 1, 0)",21.77814857877686
Forward,20450,Bojan,31,"(0, 1, 1)",21.5176842239101
Forward,20476,M. Borriello,15,"(0, 1, 1)",20.4198329678441
Forward,20478,A. Matri,35,"(0, 1, 1)",20.163036146570132
Forward,20479,F. Quagliarella,37,"(0, 1, 1)",19.557520161634613
Forward,20503,S. Floccari,35,"(0, 1, 1)",21.57319692775141
Forward,20505,S. Okaka,35,"(0, 1, 1)",20.043025717661703
Forward,20536,G. Pazzini,39,"(1, 1, 0)",18.850026413190772
Forward,20626,Eder,100,"(0, 1, 1)",21.347898051777847
Forward,20661,A. Paloschi,36,"(1, 1, 0)",20.788512383841557
Forward,20662,S. Pellissier,30,"(0, 1, 1)",19.734826333464923
Forward,20663,C. Th\u00e9r\u00e9au,27,"(1, 1, 0)",19.752876066317484
Forward,20692,I. Belfodil,32,"(1, 1, 0)",20.223640364601295
Forward,20796,M. Destro,37,"(1, 1, 0)",19.081778398058525
Forward,20820,J. Ili\u010di\u0107,37,"(1, 1, 0)",19.91893036026685
Forward,20857,M. Gabbiadini,35,"(1, 1, 0)",19.695253809871737
Forward,20941,A. Ljaji\u0107,44,"(1, 1, 0)",21.85393961555218
Forward,20948,S. Joveti\u0107,27,"(1, 1, 0)",21.23415173029205
Forward,20949,Ryder Matos,33,"(1, 0, 0)",19.22915331849849
Forward,21077,A. G\u00f3mez,37,"(0, 1, 1)",19.80866256440351
Forward,21114,M. Antenucci,37,"(0, 1, 1)",19.16457128906878
Forward,21123,S. Verdi,38,"(1, 1, 0)",20.861871874624235
Forward,21177,G. Pandev,37,"(0, 1, 1)",20.11815569596533
Forward,21234,A. Belotti,38,"(1, 1, 0)",19.37273212946819
Forward,21296,R. Palacio,37,"(1, 1, 0)",20.739972149692925
Forward,21376,G. Caprari,39,"(1, 1, 0)",22.000583856711167
Forward,21384,C. Immobile,98,"(0, 1, 1)",18.314299131098277
Forward,21438,R. Inglese,38,"(0, 1, 1)",19.520820984879943
Forward,21655,A. Stoian,38,"(0, 1, 1)",19.440384718991886
Forward,21861,D. Falcinelli,37,"(0, 1, 1)",19.30618885248127
Forward,21865,M. Sau,38,"(0, 1, 1)",19.717992511760926
Forward,22202,S. Zaza,100,"(0, 1, 1)",19.60803098750393
Forward,22578,N. Sansone,38,"(0, 1, 1)",19.980544334898624
Forward,22699,A. Ragusa,37,"(1, 1, 0)",19.597934183905572
Forward,22933,L. Pavoletti,36,"(0, 1, 1)",20.20510694538462
Forward,23149,G. Defrel,31,"(1, 1, 0)",19.539368768545252
Forward,24269,M. Coda,38,"(0, 1, 1)",20.351323889483158
Forward,24964,M. Pucciarelli,35,"(0, 1, 1)",20.462053462481535
Forward,25410,A. Pl\u00e9a,41,"(1, 1, 0)",23.002892089863096
Forward,25411,J. Briand,40,"(1, 0, 0)",20.98302099175419
Forward,25413,A. Lacazette,39,"(0, 1, 1)",20.541044400485646
Forward,25445,K. Gameiro,35,"(0, 1, 1)",19.111754276633995
Forward,25512,S. Haller,37,"(0, 1, 1)",19.820856252065333
Forward,25571,J. Ayew,39,"(1, 1, 0)",21.71813715371311
Forward,25572,A. Ayew,39,"(0, 1, 1)",20.222683841114094
Forward,25577,L. R\u00e9my,35,"(1, 1, 0)",21.314416242788244
Forward,25622,T. Hazard,44,"(1, 1, 0)",20.523756216987394
Forward,25673,S. Bahoken,41,"(1, 0, 0)",19.466987773185277
Forward,25707,E. Hazard,109,"(0, 1, 1)",24.282430169423577
Forward,25715,R. Rodelin,41,"(0, 1, 1)",21.562131779198374
Forward,25716,N. Roux,39,"(1, 1, 0)",21.048025676942427
Forward,25745,A. Delort,40,"(1, 1, 0)",21.542317477168496
Forward,25747,S. Man\u00e9,46,"(0, 1, 1)",21.07790154021432
Forward,25770,F. Thauvin,41,"(1, 1, 0)",22.999568663072242
Forward,25795,W. Ben Yedder,37,"(0, 1, 1)",20.76619538885378
Forward,25809,E. Rivi\u00e8re,36,"(0, 1, 1)",21.199389773018492
Forward,25860,M. Gradel,38,"(1, 1, 0)",22.198190632381287
Forward,25867,P. Aubameyang,38,"(1, 1, 0)",19.34205439426924
Forward,25889,R. Hamouma,41,"(1, 1, 0)",19.850608588461128
Forward,25923,N. de Pr\u00e9ville,40,"(1, 1, 0)",19.66159441697143
Forward,26008,S. Camara,37,"(1, 1, 0)",19.48626942855826
Forward,26010,O. Giroud,109,"(0, 1, 1)",20.90676836506382
Forward,26042,K. Monnet-Paquet,35,"(1, 0, 0)",19.758282208678313
Forward,26044,G. Sunu,37,"(0, 1, 1)",20.432634549503447
Forward,26069,H. Bazile,33,"(1, 1, 0)",20.52408401491175
Forward,26167,C. Beauvue,35,"(1, 1, 0)",19.251448201207012
Forward,26327,I. Saadi,40,"(1, 1, 0)",21.33320755635501
Forward,26543,J. Blayac,35,"(1, 0, 0)",20.17267356698797
Forward,26547,B. Ketkeophomphone,17,"(0, 1, 1)",22.21108616582913
Forward,26638,K. Toko Ekambi,40,"(0, 1, 1)",21.707377279994823
Forward,27354,J\u00falio Tavares,39,"(1, 1, 0)",20.20094720808644
Forward,28073,S. Ngom,20,"(0, 1, 1)",20.558642249210692
Forward,28122,Y. Benzia,40,"(0, 1, 1)",21.34751713548912
Forward,28123,C. N'Jie,40,"(1, 1, 0)",17.365682868112426
Forward,28965,O. Nguette,37,"(1, 1, 0)",19.688891832804305
Forward,32636,C. Tosun,99,"(0, 1, 1)",18.797905906497057
Forward,37831,C. Bacca,44,"(0, 1, 1)",19.493192418743618
Forward,37948,A. Finnbogason,106,"(0, 1, 1)",20.464325969571387
Forward,38031,C. Benteke,98,"(0, 1, 1)",20.229221863833907
Forward,38093,M. Batshuayi,105,"(0, 1, 1)",23.67299818035157
Forward,38095,S. Gakp\u00e9,34,"(1, 0, 0)",19.617522918771606
Forward,38377,L. Depoitre,35,"(0, 1, 1)",18.8133472786847
Forward,40810,Neymar,47,"(1, 1, 0)",24.62494057888989
Forward,48318,Jonathan Cafu,19,"(1, 1, 0)",22.14728578265033
Forward,49907,R. Bobadilla,29,"(0, 1, 1)",21.696881643613082
Forward,50023,J. Drmic,32,"(1, 1, 0)",24.629156949139155
Forward,55968,M. Braithwaite,21,"(1, 1, 0)",20.19025289183371
Forward,56274,Y. Poulsen,44,"(1, 1, 0)",20.21196416958258
Forward,64995,G. Burgstaller,36,"(1, 1, 0)",20.724125228770987
Forward,65180,M. Gregoritsch,37,"(0, 1, 1)",21.67227351391457
Forward,69411,A. Kramari\u0107,109,"(0, 1, 1)",18.607895833313673
Forward,69513,A. Budimir,26,"(0, 1, 1)",19.391134735969146
Forward,69616,A. Rebi\u0107,44,"(0, 1, 1)",20.8816682963018
Forward,70125,Nolito,100,"(0, 1, 1)",21.13302345576112
Forward,70129,Rodrigo,45,"(0, 1, 1)",22.200986487375
Forward,70975,Bruma,37,"(1, 1, 0)",21.9527511283435
Forward,72397,Simy,42,"(0, 1, 1)",19.460611730863466
Forward,82266,L. Krej\u010d\u00ed,97,"(0, 1, 1)",20.264082204103268
Forward,85438,R. Beri\u010d,16,"(0, 1, 1)",19.957901413307248
Forward,86239,G. Carrillo,32,"(1, 1, 0)",18.55642228148058
Forward,86243,D. Zapata,32,"(1, 1, 0)",19.33029187575311
Forward,86307,L. Vietto,38,"(0, 1, 1)",19.80844759213446
Forward,86338,L. Ocampos,39,"(1, 0, 0)",22.16214292819709
Forward,86517,P. De Blasis,38,"(1, 1, 0)",20.365165143785173
Forward,89186,P. Dybala,39,"(1, 1, 0)",23.062282066143794
Forward,90880,S. Mendoza,12,"(0, 1, 1)",21.059124340941132
Forward,91381,J. Izquierdo,37,"(1, 1, 0)",20.65684855754932
Forward,91519,J. C\u00f3rdoba,36,"(1, 1, 0)",21.352844668960568
Forward,93331,K. Mitroglou,28,"(1, 1, 0)",19.453695161711465
Forward,94764,Y. Muto,39,"(0, 1, 1)",18.078838197651617
Forward,94831,Y. \u014csako,44,"(1, 1, 0)",20.361815713857283
Forward,97582,M. Konat\u00e9,44,"(1, 0, 0)",19.96627691674252
Forward,99452,A. Milik,102,"(0, 1, 1)",22.642234994736096
Forward,99453,P. Nakoulma,38,"(1, 1, 0)",20.587895268378457
Forward,101635,F. Caicedo,36,"(1, 1, 0)",20.587123142440177
Forward,101795,L. Traor\u00e9,31,"(1, 1, 0)",19.025712443360838
Forward,105376,N. Kalini\u0107,99,"(0, 1, 1)",21.577189804561563
Forward,105541,Lucas P\u00e9rez,35,"(1, 1, 0)",21.519477360056086
Forward,105619,A. Mehmedi,91,"(0, 1, 1)",22.80807392371725
Forward,105622,A. Yarmolenko,98,"(0, 1, 1)",21.238252203974405
Forward,115933,G. Lapadula,38,"(1, 1, 0)",19.433078288541726
Forward,116283,D. Rol\u00e1n,35,"(1, 1, 0)",19.487138449883755
Forward,119630,I. Slimani,36,"(1, 1, 0)",19.33115125025796
Forward,120353,Mohamed Salah,45,"(0, 1, 1)",23.44160032394987
Forward,131321,C. Kouakou,39,"(1, 0, 0)",19.527446855315826
Forward,134249,Rub\u00e9n Sobrino,39,"(0, 1, 1)",22.309172043654314
Forward,134351,B. Afobe,21,"(1, 1, 0)",19.28487572137976
Forward,134399,D. Selke,30,"(1, 1, 0)",20.860186094590716
Forward,134494,V. Germain,40,"(1, 1, 0)",21.095172417854343
Forward,134512,C. Jean,40,"(1, 1, 0)",19.776613828229586
Forward,134513,A. Martial,99,"(0, 1, 1)",20.11955989429671
Forward,134708,D. Origi,99,"(0, 1, 1)",18.64592275856668
Forward,134769,Y. Carrasco,107,"(0, 1, 1)",21.225545450187177
Forward,135150,A. Cornelius,44,"(0, 1, 1)",19.605457402105422
Forward,135810,M. Pjaca,107,"(0, 1, 1)",18.607895833313673
Forward,135927,Andr\u00e9 Silva,45,"(1, 1, 0)",21.28293713709229
Forward,142755,B. Traor\u00e9,41,"(1, 1, 0)",21.40604074947156
Forward,143189,C. Ninga,41,"(1, 1, 0)",20.568172386359795
Forward,145692,O. Niasse,33,"(1, 1, 0)",17.797212318503274
Forward,149054,W. Sa\u00efd,35,"(0, 1, 1)",20.86165065088282
Forward,165431,K. Karaman,36,"(1, 0, 0)",20.953324139262
Forward,173214,T. Werner,45,"(1, 1, 0)",20.612328590656123
Forward,206314,M. Icardi,38,"(1, 1, 0)",20.75303751877973
Forward,208696,M. Politano,38,"(1, 1, 0)",23.18317448371121
Forward,209400,D. Berardi,38,"(1, 1, 0)",19.158196604190337
Forward,214654,S. Mouni\u00e9,39,"(1, 1, 0)",19.970560374738206
Forward,215130,Nuno Da Costa,29,"(1, 1, 0)",20.229776917233107
Forward,217878,L. Diony,19,"(1, 1, 0)",22.25087024263063
Forward,219350,A. Niane,41,"(0, 1, 1)",19.413297199393696
Forward,224801,I. Bebou,35,"(1, 0, 0)",20.40434091575742
Forward,225946,A. Sanabria,37,"(1, 1, 0)",19.989947970593196
Forward,228765,T. Kleindienst,37,"(1, 1, 0)",19.63665616288498
Forward,228902,J. Calleri,39,"(0, 1, 1)",19.81509278890046
Forward,229697,Y. Bammou,38,"(1, 1, 0)",22.625506562370987
Forward,230687,E. Berggreen,19,"(1, 1, 0)",20.29496893217944
Forward,230883,Ayoze P\u00e9rez,39,"(1, 1, 0)",21.85835620976368
Forward,231139,K. Coman,88,"(0, 1, 1)",20.87270341218325
Forward,233910,A. Donis,38,"(1, 0, 0)",18.4205318824956
Forward,234359,P. Schick,35,"(0, 1, 1)",22.987000941358747
Forward,234533,S. Perica,38,"(0, 1, 1)",19.455070407281923
Forward,237034,Gon\u00e7alo Guedes,47,"(1, 1, 0)",23.24463133394568
Forward,239295,V. Parigini,34,"(1, 1, 0)",20.024206011850783
Forward,239843,Z. Bakkali,38,"(0, 1, 1)",19.773220819372387
Forward,240042,D. Kownacki,38,"(1, 1, 0)",22.188100822979052
Forward,244335,K. Dolly,39,"(1, 1, 0)",20.54178236060163
Forward,245813,L. Mousset,38,"(1, 1, 0)",22.915114414747347
Forward,246175,A. Petagna,32,"(1, 1, 0)",18.90631394817334
Forward,247141,I\u00f1aki Williams,38,"(0, 1, 1)",19.24806776570374
Forward,247671,N. P\u00e9p\u00e9,38,"(0, 1, 1)",21.50545984445199
Forward,250134,Luiz Ara\u00fajo,40,"(0, 1, 1)",21.43963545365553
Forward,250885,Santi Mina,38,"(0, 1, 1)",19.563665777918963
Forward,250956,F. Ricci,34,"(0, 1, 1)",21.928771943553407
Forward,252589,B. Petkovi\u0107,34,"(0, 1, 1)",19.09456664198168
Forward,253784,B. Guillaume,32,"(1, 1, 0)",19.63934596100115
Forward,254189,Ivi,34,"(0, 1, 1)",19.952757470233855
Forward,254408,\u00c1. Correa,38,"(0, 1, 1)",21.090062884066487
Forward,254649,T. Asano,17,"(1, 1, 0)",21.06215424288006
Forward,255670,C. Lombardi,28,"(1, 1, 0)",20.17535648969003
Forward,256480,B. Keita,30,"(1, 1, 0)",19.143640573664968
Forward,258254,L. Waldschmidt,38,"(1, 0, 0)",21.831193169397558
Forward,258264,L. Jovi\u0107,35,"(1, 1, 0)",22.056158083644792
Forward,259292,F. Di Francesco,35,"(1, 1, 0)",20.887896346491914
Forward,259946,A. Pe\u00f1aranda,15,"(0, 1, 1)",20.081274397456383
Forward,263490,S. Guirassy,23,"(0, 1, 1)",19.420679428438355
Forward,264989,F. Mubele,39,"(1, 1, 0)",19.861093409741745
Forward,269152,G. Simeone,38,"(1, 1, 0)",19.055526700376927
Forward,271990,L. H\u00f6ler,15,"(1, 1, 0)",19.35942541568686
Forward,272878,A. Nalini,38,"(0, 1, 1)",19.6271426931309
Forward,275032,E. Crivelli,39,"(1, 1, 0)",18.997613410174147
Forward,276211,A. Saint-Maximin,41,"(1, 1, 0)",23.726500244388035
Forward,276944,J. Bamba,41,"(1, 0, 0)",22.27381565748501
Forward,276983,I. Mbenza,41,"(1, 1, 0)",20.7311617219874
Forward,278278,Munir,35,"(1, 1, 0)",21.89120415038357
Forward,279780,J. Augustin,37,"(1, 1, 0)",19.364185107348455
Forward,282772,B. Embolo,107,"(0, 1, 1)",19.49517920998696
Forward,284322,E. Ponce,36,"(0, 1, 1)",20.65360055486961
Forward,285508,K. Iheanacho,45,"(0, 1, 1)",19.065234402345432
Forward,285727,L. Dimata,35,"(1, 1, 0)",19.207875289232316
Forward,286390,O. Demb\u00e9l\u00e9,42,"(1, 1, 0)",21.187790534191553
Forward,286553,A. El Ghazi,40,"(0, 1, 1)",22.332762301406557
Forward,286831,D. Solanke,38,"(1, 1, 0)",23.197188951198328
Forward,293687,D. Calvert-Lewin,34,"(1, 1, 0)",20.978681864363217
Forward,293862,Nacho Gil,39,"(0, 1, 1)",20.102881806713242
Forward,295761,S. Grandsir,41,"(1, 1, 0)",20.57725378361569
Forward,301017,M. Thuram,40,"(1, 1, 0)",21.170859972199604
Forward,328131,C. Akolo,33,"(1, 1, 0)",23.222854281381846
Forward,328336,M. Fares,39,"(0, 1, 1)",19.76934123972408
Forward,333913,K. Lasagna,38,"(0, 1, 1)",21.618996829344812
Forward,334817,L. Boy\u00e9,34,"(0, 1, 1)",19.75810775899112
Forward,338201,E. Boateng,38,"(0, 1, 1)",19.92087755897379
Forward,338249,Gil Dias,36,"(0, 1, 1)",20.742022675497022
Forward,339791,\u00c1lex Berenguer,38,"(0, 1, 1)",20.542803933772632
Forward,340386,Gabriel Jesus,47,"(1, 1, 0)",20.87974267386869
Forward,343925,D. Verde,36,"(1, 1, 0)",19.35717484103427
Forward,343951,T. Abraham,39,"(1, 0, 0)",19.80339932615056
Forward,344140,A. Ndiaye,38,"(0, 1, 1)",19.04142491745828
Forward,344744,J. Ikon\u00e9,37,"(1, 1, 0)",23.185955717662594
Forward,350032,C. \u00dcnder,37,"(1, 1, 0)",19.197915408182507
Forward,351010,P. Cutrone,37,"(1, 1, 0)",19.15827497178183
Forward,352993,Y. Karamoh,33,"(1, 1, 0)",23.671734801291507
Forward,353833,K. Mbapp\u00e9,49,"(1, 1, 0)",20.89363856868807
Forward,354997,S. C\u00f3rdova,38,"(0, 1, 1)",20.136555511738173
Forward,364820,Loren Mor\u00f3n,15,"(0, 1, 1)",20.67271390111126
Forward,366546,L. Mothiba,13,"(0, 1, 1)",19.66689351023402
Forward,372753,Francis Guerrero,30,"(0, 1, 1)",18.722675685001285
Forward,377071,Richarlison,39,"(1, 1, 0)",21.64159094645346
Forward,385273,Charles,38,"(1, 1, 0)",20.417499591049793
Forward,388267,L. Bailey,38,"(1, 1, 0)",22.448073616749742
Forward,394006,M. Terrier,32,"(1, 1, 0)",21.300959735834528
Forward,395636,Maxi G\u00f3mez,45,"(0, 1, 1)",20.247444147061508
Forward,397178,M. Rashford,108,"(0, 1, 1)",20.464396966058207
Forward,403546,Lee Seung-Woo,39,"(0, 1, 1)",21.340706818834363
Forward,410031,M. Kean,24,"(0, 1, 1)",21.505342336821062
Forward,412701,I. Sacko,33,"(1, 1, 0)",18.274195424342732
Forward,424624,O. Etebo,20,"(1, 1, 0)",20.645462013408366
Forward,447821,Y. En-Nesyri,39,"(1, 1, 0)",20.249712989641022
Forward,454457,E. Brignola,23,"(1, 1, 0)",23.06356556350066
Forward,491365,J. Arp,28,"(1, 1, 0)",19.537891341902004
Forward,498357,I. Niane,41,"(0, 1, 1)",20.066434563594388
Midfielder,54,C. Eriksen,46,"(0, 1, 1)",20.787603496249925
Midfielder,93,J. Gu\u00f0munds\u00adson,105,"(0, 1, 1)",18.85254452402226
Midfielder,114,K. Strootman,38,"(1, 1, 0)",18.8875233415628
Midfielder,116,G. Wijnaldum,39,"(1, 0, 0)",19.664782693970164
