player_id,role_clean,shortName,learned_role_score
26136,Defender,B. Mendy,15.651835127352301
91702,Defender,J. Mojica,15.630971327046154
26499,Defender,A. Masuaku,15.585296332320208
6210,Defender,Aday,15.55890274583376
224593,Defender,J. Kimmich,15.531670279149589
278289,Defender,Odriozola,15.46245213616048
8306,Defender,A. Kolarov,15.460985146658013
3310,Defender,Marcelo,15.434296981413938
3281,Defender,Juan Bernat,15.42772658434095
24838,Defender,G. Letizia,15.404586125274324
144867,Defender,K. Malcuit,15.337975967218282
25785,Defender,S. Aurier,15.333349103556891
22889,Defender,D. Zappacosta,15.331668069862838
14775,Defender,B. Oczipka,15.330129159791866
135903,Defender,Jo\u00e3o Cancelo,15.304455143041492
37745,Defender,J. Lukaku,15.290662127873956
4908,Defender,Alberto Moreno,15.28607590485551
350976,Defender,B. Chilwell,15.256951936688457
8292,Defender,D. Rose,15.231352446464973
14718,Defender,Rafinha,15.1813256450936
258253,Defender,B. Henrichs,15.179000777761301
70084,Defender,Alex Sandro,15.151517415932126
356928,Defender,T. Handwerker,15.131167884283528
26945,Defender,M. Poundj\u00e9,15.12789444986923
344132,Defender,T. Hern\u00e1ndez,15.123166228317622
14724,Defender,D. Alaba,15.119926643121754
278867,Defender,S. Janko,15.119624491728079
346101,Defender,T. Alexander-Arnold,15.106479578744125
3334,Defender,Dani Alves,15.068935771698095
4501,Defender,Daniel Carvajal,15.059605505292845
230862,Defender,Lekue,15.059518909902998
3347,Defender,Sergi Roberto,15.058898562100454
337890,Defender,M. Mittelst\u00e4dt,15.05782738816743
4780,Defender,David Junc\u00e0,15.056448445221832
4936,Defender,David Sim\u00f3n,15.05408316935547
222770,Defender,N\u00e9lson Semedo,15.052947780816398
44251,Defender,Bruno Peres,15.043310768369457
101742,Defender,C. Ansaldi,15.029206065971344
477744,Defender,N. Cozza,15.021828142110364
214628,Defender,J. Amavi,15.003933332205404
25849,Defender,F. Ghoulam,15.002304732102129
70139,Defender,E. Ins\u00faa,14.994782610509882
29748,Defender,F. Chafik,14.989929855024393
402898,Defender,S. Miangue,14.9816683262639
25457,Defender,J. Roussillon,14.976965363569295
4094,Defender,Ander Capa,14.97215477113884
215281,Defender,A. Mbengue,14.967974085704737
28529,Defender,Y. Sabaly,14.966546844756177
222220,Defender,A. Robertson,14.963449312875133
396475,Defender,A. Hakimi,14.963375516616038
26498,Defender,K. Lala,14.953384290722902
3667,Defender,De La Bella,14.950596594805095
8135,Defender,L. Shaw,14.945488391292002
272338,Defender,L. Kl\u00fcnter,14.938369090377998
276979,Defender,F. Mendy,14.92915477800647
22107,Defender,M\u00e1rio Rui,14.922571233169728
40301,Defender,Lucas Lima,14.91206414112001
216074,Defender,C. G\u00fcnter,14.900614036588633
5383,Defender,To\u00f1o,14.899919988662255
3325,Defender,Juanfran,14.895931527514538
4452,Defender,Yuri Berchiche,14.895287494927578
37824,Defender,T. Meunier,14.888965141585901
8945,Defender,K. Trippier,14.878994033083833
110,Defender,J. Willems,14.878860741904555
8192,Defender,M. Olsson,14.877255667113099
242446,Defender,L. Dubois,14.8604644302349
167145,Defender,Beller\u00edn,14.857761432915797
189821,Defender,M. Zeegelaar,14.857099851668755
8277,Defender,K. Walker,14.852759980992165
209012,Defender,K\u00e9vin Rodrigues,14.849450930061344
134420,Defender,F. Costa,14.846716735330103
28335,Defender,R. Aguilar,14.845005710397908
263105,Defender,Pablo Maffeo,14.840981237250041
343685,Defender,William,14.832830848421745
298212,Defender,Dalbert,14.824805953908731
14904,Defender,J. Sala,14.823881129686052
8240,Defender,S. Coleman,14.823440236865544
341973,Defender,N. Mukiele,14.819414520273108
224965,Defender,R. Framberger,14.818351643580847
1712,Defender,K. Tete,14.812614059145579
3434,Defender,Filipe Luis,14.808849335985299
70451,Defender,Luisinho,14.795607181781028
28908,Defender,F. Guilbert,14.793367335805144
14922,Defender,R. Rodr\u00edguez,14.792559304828776
25701,Defender,L. Digne,14.787606305522338
7938,Defender,A. Valencia,14.785459277679571
20465,Defender,S. Lichtsteiner,14.781686537247554
82487,Defender,P. Kade\u0159\u00e1bek,14.78143176716287
25638,Defender,D. Foulquier,14.77963431169727
426702,Defender,H. Mendyl,14.77934927576873
143566,Defender,Douglas Santos,14.779167143588872
388398,Defender,G. Pezzella,14.778933190754403
222766,Defender,Bruno Gaspar,14.778705024304793
136441,Defender,B. Davies,14.77751027570915
203113,Defender,I. Sylla,14.777273296278771
393214,Defender,V. Rosier,14.772269596895313
228639,Defender,Y. Gerhardt,14.770674327430715
403449,Defender,Rog\u00e9rio,14.770039809098227
50800,Defender,Miiko Albornoz,14.769239466001453
20855,Defender,E. Schelotto,14.765215677533819
341751,Defender,Marc Navarro,14.763502350941103
20436,Defender,Jos\u00e9 \u00c1ngel,14.759225538160665
26633,Defender,A. Souquet,14.756177838198159
3827,Defender,Hugo Mallo,14.755025218840547
15399,Defender,D. Brosinski,14.753891971115106
7885,Defender,R. Bertrand,14.749034286796109
15139,Defender,T. Chandler,14.748524683625197
92899,Defender,J. Holebas,14.745554876993378
300784,Defender,Jorge,14.745449888915962
257028,Defender,D. Calabria,14.74410421030835
28907,Defender,Rapha\u00ebl Guerreiro,14.741698070138803
14852,Defender,Sergio Escudero,14.734325361610637
9280,Defender,S. Malone,14.732817004207126
149389,Defender,J. Toljan,14.722933224928981
40657,Defender,Wendell,14.71983310192766
70083,Defender,Danilo,14.718891239369478
49971,Defender,M. Bauer,14.718071765706176
7920,Defender,Rafael,14.717548206406326
38079,Defender,D. Opare,14.716343916489626
146590,Defender,F. Mattiello,14.714327022406849
221411,Defender,P. Max,14.709328569041999
105361,Defender,I. Strini\u0107,14.709305328473938
7939,Defender,A. Young,14.707719584372803
20803,Defender,M. Aguirregaray,14.706105415435234
257899,Defender,J. Gomez,14.702973780943553
20434,Defender,A. Rosi,14.696398912622302
21001,Defender,E. Hysaj,14.695669803911064
149091,Defender,M. Tisserand,14.693465823216957
50069,Defender,S. Widmer,14.692070913760658
26196,Defender,D. Sidib\u00e9,14.6920584388972
3339,Defender,Montoya,14.690482410025519
3270,Defender,Barrag\u00e1n,14.68953630544304
9285,Defender,C. Daniels,14.68950489316059
15798,Defender,A. Beck,14.688051469416983
417231,Defender,C. Adjapong,14.68780148300484
14798,Defender,\u0141. Piszczek,14.686684945703828
14888,Defender,D. Diekmeier,14.68546612734701
282550,Defender,F. Hadergjonaj,14.684568387828257
8032,Defender,Marcos Alonso,14.682346305135987
295176,Defender,R. Gosens,14.67302215102979
14772,Defender,D. da Costa,14.672137718629562
20575,Defender,D. Basta,14.671731788605863
3269,Defender,Jordi Alba,14.665711856624217
328488,Defender,P. Burner,14.665320017353165
149101,Defender,A. Tour\u00e9,14.662459805934203
21173,Defender,C. Maggio,14.659398626697028
120717,Defender,O. Haddadi,14.656225423122203
4424,Defender,Jonny,14.656102244085478
354123,Defender,Pol Lirola,14.647448869630756
3421,Defender,De Marcos,14.646130878236974
8460,Defender,A. Smith,14.641950163433478
20395,Defender,M. De Sciglio,14.638358206436807
280419,Defender,H. Hateboer,14.632136672977776
3798,Defender,D\u00eddac Vil\u00e1,14.62899295545023
14869,Defender,S. Kola\u0161inac,14.606829748697237
70981,Defender,Mar\u00e7al,14.606326753861998
3534,Defender,Jaume Costa,14.605094775242819
25700,Defender,M. Debuchy,14.601867487983162
18669,Defender,J. Hector,14.60002725671094
25433,Defender,M. Bodmer,14.598676425285127
263803,Defender,T. Castagne,14.591579005423263
282438,Defender,Aar\u00f3n,14.58809418543138
3351,Defender,Kiko Femen\u00eda,14.585988934216665
30320,Defender,O. El Hajjam,14.575328970564774
8336,Defender,K. Naughton,14.573141601127219
11078,Defender,T. Smith,14.572841562136963
21842,Defender,C. Biraghi,14.572492551736909
70086,Defender,N. Otamendi,14.571146380507138
56009,Defender,R. Durmisi,14.57069033616512
70389,Defender,C\u00e9dric Soares,14.569973037158428
14796,Defender,C. L\u00f6we,14.568458959806373
4892,Defender,Jos\u00e9 Gay\u00e1,14.568222832746784
3355,Defender,J. Mascherano,14.566580552538195
14800,Defender,M. Schmelzer,14.56363140901113
22152,Defender,M. Gazzola,14.560332066953922
3806,Defender,Javi L\u00f3pez,14.558686932474862
3460,Defender,Coke,14.558677840978897
20495,Defender,M. Gobbi,14.557094056020908
7982,Defender,D. Santon,14.555278169539108
69409,Defender,\u0160. Vrsaljko,14.553584283432404
391441,Defender,M. Friedl,14.553392045310504
21607,Defender,F. Cacciatore,14.548392658602362
218971,Defender,A. Lazaar,14.539347697116913
134540,Defender,L. Kurzawa,14.534313405364754
9164,Defender,C. Taylor,14.532235021107331
364850,Defender,J. Firpo,14.53214852915583
286917,Defender,F. Tour\u00e9,14.53179493990707
20516,Defender,D. Faraoni,14.526874031942993
169002,Defender,Diego Rico,14.523499952587144
236528,Defender,N. Elvedi,14.520516252089696
14749,Defender,G. Sakai,14.516748350908433
25399,Defender,M. Zeffane,14.511990185398679
25919,Defender,J. Palmieri,14.511670588329537
25452,Defender,S. Corchia,14.511548853949252
272378,Defender,P. Stenzel,14.510792173666927
22185,Defender,B. Martella,14.508045832009758
8501,Defender,J. Schlupp,14.504478773339784
25526,Defender,J. Martins-Pereira,14.501983675611438
51217,Defender,L. Augustinsson,14.501758666011186
4238,Defender,M\u00edchel,14.500117719472614
25625,Defender,L. Baal,14.488211906485525
300373,Defender,A. Barreca,14.484991782796623
5281,Defender,A. Nyom,14.479344438451415
112366,Defender,M. Lay\u00fan,14.479217139780488
28528,Defender,J. Ikoko,14.475523475507721
8221,Defender,J. Ward,14.472531672963957
21578,Defender,G. Di Chiara,14.472455069906921
32959,Defender,P. Pekar\u00edk,14.472238539841536
7853,Defender,K. Gibbs,14.467024900007731
6281,Defender,Zald\u00faa,14.466726762798334
232822,Defender,A. Masina,14.464013170421802
278007,Defender,F. Ricca,14.463985257144175
286825,Defender,J. Kenny,14.462349558713287
284960,Defender,L. Venuti,14.462055347430372
18579,Defender,M. Halstenberg,14.461792184913334
393228,Defender,M. Sarr,14.458655420428292
135901,Defender,Pedro Rebocho,14.458483115091422
21550,Defender,Gabriel Silva,14.453111860392937
8643,Defender,M. Lowton,14.45114991026681
25846,Defender,Y. Andreu,14.448272850051138
3529,Defender,Mario,14.447450028844674
25990,Defender,M. Deplagne,14.444615841148083
15039,Defender,K. Rausch,14.44305699204591
334720,Defender,R. Bensebaini,14.44057778812444
3447,Defender,Juanfran,14.438869484626673
3750,Defender,Balenziaga,14.43773409169147
15125,Defender,M. Plattenhardt,14.435873197610126
269188,Defender,P. Jaroszy\u0144ski,14.435842065241976
25427,Defender,C. Jallet,14.432576959870625
206318,Defender,D. Biraschi,14.431373691991984
396616,Defender,R. Pierre-Gabriel,14.427205670850116
15772,Defender,M. Ostrzolek,14.426461077915949
20927,Defender,L. De Silvestri,14.425276379674154
21469,Defender,G. Donati,14.42503470507972
3735,Defender,Juankar,14.423202286031723
20390,Defender,I. Abate,14.421330242163183
25553,Defender,Azpilicueta,14.414007172548605
160,Defender,D. Janmaat,14.413489696564302
15952,Defender,E. Bi\u010dak\u010di\u0107,14.410858491697882
48,Defender,J. Vertonghen,14.409107661744992
105523,Defender,Danilo Avelar,14.404409927513331
8268,Defender,B. Assou-Ekotto,14.400288449546329
7858,Defender,B. Sagna,14.400056594933107
14853,Defender,C. Fuchs,14.399484758080984
4371,Defender,Dani Castellano,14.398640056426581
252365,Defender,D. Yedlin,14.397847092219832
14745,Defender,C. Molinaro,14.391438236325637
228963,Defender,H. Traor\u00e9,14.389523717295711
64966,Defender,M. Suttner,14.386824673767133
3335,Defender,Bartra,14.385236893408681
26135,Defender,M. Le Marchand,14.383444511333325
99833,Defender,B. Bereszy\u0144ski,14.379777710637287
258252,Defender,L. Klostermann,14.378542501723711
15775,Defender,P. Verhaegh,14.368560650698003
8582,Defender,A. Cresswell,14.368408067579036
26368,Defender,A. Bamba,14.368169826708101
254,Defender,R. Rosales,14.36287064450435
92900,Defender,C. Lykogiannis,14.362837158700088
4786,Defender,Iv\u00e1n Balliu,14.361714057896549
4326,Defender,Tito,14.358200551752372
131184,Defender,Ali Adnan,14.357623433890028
14795,Defender,M. Hummels,14.357211919816177
26055,Defender,J. Ielsch,14.355750423913667
397028,Defender,D. Zagadou,14.354787600232314
21094,Defender,D. D'Ambrosio,14.353503100880285
297957,Defender,M. Akanji,14.353419268989468
14771,Defender,V. \u0106orluka,14.353022082779342
27958,Defender,T. Pellenard,14.348576897015631
8433,Defender,S. Ward,14.347918513176458
26495,Defender,G. Bong,14.343550800838742
223516,Defender,R. Bauer,14.340293637655437
22313,Defender,V. Laurini,14.339047052661323
14885,Defender,D. Aogo,14.338783978548923
279545,Defender,L. Hern\u00e1ndez,14.335630838858947
16884,Defender,J. Korb,14.335392575746626
3278,Defender,Bruno Saltor,14.335298239284008
21004,Defender,V. Regini,14.334798931017986
3920,Defender,Pedro L\u00f3pez,14.333002088063816
3560,Defender,Nacho Monreal,14.332211603876637
208865,Defender,Bastos,14.319483836275856
355937,Defender,M. Holgate,14.318165440903282
326535,Defender,Toni Lato,14.31468932890403
8516,Defender,P. Bardsley,14.314350742382592
340,Defender,Cuco Martina,14.313116666136143
107,Defender,E. Pieters,14.309546788213016
85113,Defender,A. To\u0219ca,14.309184177880875
29588,Defender,E. Seka,14.30664131392431
8239,Defender,L. Baines,14.305243892513225
20550,Defender,\u015e. Radu,14.304637587003837
3671,Defender,\u00cd\u00f1igo Mart\u00ednez,14.302596600805385
454,Defender,P. van Aanholt,14.300453129600662
26024,Defender,W. Lautoa,14.29727292999677
9279,Defender,S. Francis,14.289592735083165
25534,Defender,I. Cissokho,14.28903509029688
344178,Defender,P. Retsos,14.288596276394784
20517,Defender,Y. Nagatomo,14.284727525913004
282799,Defender,S. Posch,14.283750867875165
231138,Defender,P. Kimpembe,14.28330491485102
14716,Defender,J. Boateng,14.279578580008899
94695,Defender,H. Sakai,14.279493035604345
97555,Defender,T. Tawatha,14.277707465939853
49919,Defender,F. Moubandje,14.275581707980953
26265,Defender,V. Manceau,14.274485851633562
15014,Defender,O. Wendt,14.26766504337497
489488,Defender,Mart\u00edn,14.266600889454045
4086,Defender,B\u00f3veda,14.26596055086466
3974,Defender,D. Su\u00e1rez,14.265459702915905
393284,Defender,C. Traor\u00e9,14.264344867140164
25637,Defender,R. Danz\u00e9,14.263351297980568
8313,Defender,P. Zabaleta,14.261488060752075
99661,Defender,T. Cionek,14.257118654890457
93000,Defender,Antunes,14.254410346689323
20460,Defender,M. C\u00e1ceres,14.249731716074107
132,Defender,T. Kongolo,14.249352951973425
92908,Defender,V. Torosidis,14.248041802135662
296341,Defender,Bernardo,14.245733037957633
14988,Defender,O. Sorg,14.242694493110841
14855,Defender,B. H\u00f6wedes,14.241372982625364
225996,Defender,Diego Llorente,14.240247652990275
376362,Defender,Luiz Felipe,14.238844909340186
15019,Defender,T. Jantschke,14.238214028961542
284524,Defender,J. Horn,14.237211561732206
20612,Defender,S. Mustafi,14.234932499365756
70959,Defender,Edgar I\u00e9,14.234728252534396
225022,Defender,Rub\u00e9n Duarte,14.233304626604328
77,Defender,N. Moisander,14.232353139269208
41034,Defender,Rafael Tol\u00f3i,14.229117816194822
3526,Defender,M. Musacchio,14.227825459560021
3408,Defender,Saborit,14.226274683149638
3300,Defender,Albiol,14.224421772036616
82340,Defender,T. Gebre Selassie,14.222288162690909
26307,Defender,A. Mandi,14.21899733288165
8307,Defender,V. Kompany,14.216805829543933
83575,Defender,V. Chiriche\u0219,14.215195162148717
209207,Defender,J. Obiang,14.214277804724574
20866,Defender,D. Astori,14.212450668920257
260250,Defender,Wallace,14.211839431040675
410062,Defender,J. Kound\u00e9,14.207545810594064
21872,Defender,L. Antei,14.202017742944605
3531,Defender,C. Zapata,14.20045411681699
20869,Defender,N. Murru,14.199982491322828
7915,Defender,P. Evra,14.188358667166456
3341,Defender,Piqu\u00e9,14.18670515267204
3644,Defender,Bigas,14.185534476073268
240559,Defender,J. Riedewald,14.184128922263726
14748,Defender,A. R\u00fcdiger,14.18319806978617
250899,Defender,Carlos Vigaray,14.183080541916974
340646,Defender,B. Pavard,14.181260901650639
248950,Defender,Samir,14.179431529941533
3340,Defender,Muniesa,14.178866324720213
263433,Defender,A. Ferrari,14.178592588130407
8653,Defender,H. Maguire,14.177621386569008
14687,Defender,S. Papastathopoulos,14.176518622314353
26138,Defender,J. Rivierez,14.172597623965162
397168,Defender,T. Fosu-Mensah,14.170800245858137
16843,Defender,D. Heintz,14.167919959814606
22377,Defender,I. M'baye,14.163114870825915
3795,Defender,H. Moreno,14.161225604083112
134383,Defender,N. S\u00fcle,14.158089105845235
3856,Defender,Molinero,14.157212109100957
171283,Defender,C. Chambers,14.152041523892121
3436,Defender,Javi Manquillo,14.14822976732105
344068,Defender,Unai N\u00fa\u00f1ez,14.146870942275386
3464,Defender,Luna,14.140641459982227
352986,Defender,K. Amian,14.138611353841469
15214,Defender,A. Rukavina,14.136879039911847
3828,Defender,Ra\u00fal Navas,14.135637902773375
25726,Defender,K. Koulibaly,14.133897386810595
26433,Defender,J. Cordoval,14.128670937829497
36,Defender,T. Alderweireld,14.127917228705698
258263,Defender,V. Jovanovi\u0107,14.127184315197491
235606,Defender,T. Kehrer,14.126081580093908
272434,Defender,W. Anton,14.123179711791924
26528,Defender,R. Genevois,14.120782365767367
20842,Defender,F. Peluso,14.120165035586826
214710,Defender,B. Dibassy,14.120101570735072
51064,Defender,E. Krafth,14.115975250708923
14887,Defender,J. Bruma,14.109138044671326
228768,Defender,J. Tah,14.108969435016435
212604,Defender,T. Jedvaj,14.107262849302346
9097,Defender,L. Dunk,14.106205652151335
6513,Defender,Ra\u00fal Garc\u00eda,14.10548453919818
4805,Defender,Arbilla,14.105155932863202
344864,Defender,C. S\u00f6y\u00fcnc\u00fc,14.100846719722929
235450,Defender,A. Diallo,14.098980211200136
25523,Defender,K. Djidji,14.098788639134494
268776,Defender,W. Hoedt,14.098536180280966
54451,Defender,B. S\u00e6varsson,14.097915506083137
86220,Defender,G. Mercado,14.092138025950343
14991,Defender,M. Ginter,14.082128243216886
337682,Defender,F. Uduokhai,14.081161488204694
86183,Defender,F. Roncaglia,14.077981080832501
14803,Defender,S. Bender,14.075061243421148
366217,Defender,K. Danso,14.075045307196378
292654,Defender,M. Diakhaby,14.07464798542157
21373,Defender,S. Romagnoli,14.072369565946019
230857,Defender,Yeray,14.068181198698849
26373,Defender,S. Souprayen,14.067168287069247
340476,Defender,R. Oxford,14.064695050067053
9380,Defender,J. Stones,14.063956172920195
25937,Defender,F. Bellugou,14.062944067875112
130,Defender,S. de Vrij,14.062390645770146
149019,Defender,D. Simpson,14.058559432864756
20461,Defender,G. Chiellini,14.056099849591364
134502,Defender,A. Laporte,14.05517835686169
15103,Defender,F. Lustenberger,14.054775932121363
25643,Defender,K. Th\u00e9ophile Catherine,14.049201055593867
7887,Defender,G. Cahill,14.047686332231155
26021,Defender,S. Falette,14.047299630179888
49859,Defender,A. Dragovi\u0107,14.045399471565032
7978,Defender,P. Dummett,14.044825165825488
3304,Defender,Nacho,14.040032937768329
25589,Defender,L. San\u00e9,14.039519842843546
25791,Defender,S. Yago,14.038335189338639
15719,Defender,B. H\u00fcbner,14.036159910535133
70088,Defender,Rolando,14.035384685682068
14870,Defender,J. Matip,14.034650686244722
241966,Defender,G. Jung,14.033952980207221
134392,Defender,K. Akpoguma,14.032406780534028
7892,Defender,David Luiz,14.031069363090992
4355,Defender,David Garc\u00eda,14.030572605513859
93003,Defender,D. Siovas,14.026967552374831
278288,Defender,Aritz Elustondo,14.026358012033297
221172,Defender,A. Hack,14.022748772249614
25786,Defender,D. Congr\u00e9,14.020069351665578
14715,Defender,H. Badstuber,14.01807012809982
4272,Defender,Ximo Navarro,14.01745264770875
25710,Defender,A. Soumaoro,14.016335698373847
50007,Defender,B. Djimsiti,14.01632035272888
22883,Defender,A. Izzo,14.013948388177157
3337,Defender,Font\u00e0s,14.012218350820563
21279,Defender,E. Moretti,14.01015950205239
3306,Defender,Sergio Ramos,14.006777441352753
235597,Defender,T. Baumgartl,14.002555412660431
14778,Defender,\u00d6. Toprak,14.001736847244592
284,Defender,M. van der Hoorn,14.000429571822275
20677,Defender,A. Raggi,13.999143534082446
256634,Defender,Y. Mina,13.999008936795281
3788,Defender,Jordi Amat,13.997394059296859
215036,Defender,C. Yamber\u00e9,13.995940755082852
20841,Defender,A. Masiello,13.995342552781498
7855,Defender,L. Koscielny,13.99526260429849
370,Defender,V. van Dijk,13.992886090687302
25784,Defender,A. Abdennour,13.991040472009349
92966,Defender,K. Manolas,13.990375350388172
346913,Defender,G. Mancini,13.99014659828006
14801,Defender,N. Suboti\u0107,13.988536120527074
14917,Defender,R. Knoche,13.987773837651382
7914,Defender,J. Evans,13.985569244934219
50805,Defender,F. Helander,13.985006370692982
283832,Defender,F. Romagna,13.984357465959539
26115,Defender,S. San\u00e9,13.9835287504226
3791,Defender,Z. Feddal,13.983390560391223
49979,Defender,D. Pavlovic,13.97948479938197
15806,Defender,J. Vestergaard,13.976432560034286
15010,Defender,Dante,13.975580118582151
8136,Defender,J. Stephens,13.973984210525114
336829,Defender,R. Koch,13.97386568036473
50102,Defender,F. Sch\u00e4r,13.97255364829287
14842,Defender,K. Vogt,13.967472695817094
65075,Defender,M. Hinteregger,13.966915706459636
213308,Defender,J. Alonso,13.965279192728186
146569,Defender,M. Kempf,13.964926623993943
25397,Defender,S. Umtiti,13.964897531526836
286380,Defender,I. Diop,13.964299276165894
8126,Defender,Jos\u00e9 Fonte,13.964202487733253
20609,Defender,A. Costa,13.962785104640378
211853,Defender,R\u00faben Vezo,13.962573022180209
15449,Defender,M. Mavraj,13.962053088761275
29616,Defender,P. Martinez,13.961078963039302
266286,Defender,Marlon,13.957879178716581
